Aveprice,Floor,Garden,Layout,Price,Region,Size,Year
21448元/㎡,6,恒安小区,3 室 2 厅 1 卫,198 万,延庆延庆城区广兴街,92,2000
41624元/㎡,6,前沙涧路7号院,2 室 1 厅 1 卫,360 万,海淀苏家坨前沙涧路7号,86,2010
19761元/㎡,6,石河营小区,3 室 1 厅 1 卫,165 万,延庆延庆城区东外大街,83,1993
19032元/㎡,6,振兴北社区(南菜园北二区),3 室 2 厅 1 卫,178 万,延庆延庆城区菜园中街,93,2000
51119元/㎡,6,朝新嘉园东里五区,2 室 2 厅 1 卫,450 万,朝阳东坝驹子房路,88,2007
25910元/㎡,11,开园小区,2 室 2 厅 2 卫,255 万,密云密云城区顺密路,98,2006
42886元/㎡,18,合景领峰,3 室 2 厅 2 卫,425 万,房山长阳篱笆园南路10号,99,2014
25000元/㎡,15,嘉瑞通小区,2 室 1 厅 1 卫,210 万,房山良乡房山区良乡拱辰南大街93号,84,2006
23006元/㎡,6,东菜园小区,3 室 2 厅 1 卫,205 万,密云密云城区鼓楼东大街,89,2006
24823元/㎡,5,恒安小区,3 室 1 厅 1 卫,210 万,延庆延庆城区广兴街,84,1996
15575元/㎡,6,金鑫苑小区,2 室 2 厅 1 卫,135 万,房山窦店大窦路,86,2006
18748元/㎡,6,水墨林溪,2 室 2 厅 1 卫,176 万,房山窦店大窦路,93,2007
21934元/㎡,5,颍泽洲,3 室 2 厅 2 卫,258 万,延庆延庆城区菜园南街,117,2000
31296元/㎡,15,瑞雪春堂,2 室 1 厅 1 卫,280 万,房山良乡良官公路,89,2010
41682元/㎡,6,小康家园,2 室 1 厅 1 卫,359 万,大兴亦庄小羊坊南街,86,2005
41395元/㎡,6,前沙涧路7号院,2 室 1 厅 1 卫,355 万,海淀苏家坨前沙涧路7号,85,2010
23993元/㎡,6,高塔小区(北区),3 室 1 厅 1 卫,225 万,延庆延庆城区高塔街,93,1999
20538元/㎡,6,康安小区,3 室 2 厅 1 卫,195 万,延庆延庆城区延康路,95,2002
58245元/㎡,6,天龙苑,3 室 1 厅 1 卫,485 万,昌平回龙观科星西路,83,2000
18304元/㎡,6,田家园小区,2 室 1 厅 1 卫,169 万,房山窦店大窦路,92,2007
24843元/㎡,8,恒盛波尔多小镇(北区),2 室 2 厅 1 卫,236 万,大兴大兴周边育镇街31号,95,2012
16622元/㎡,6,京南嘉园,2 室 2 厅 1 卫,161 万,房山窦店大窦路,96,2005
26024元/㎡,6,北潞芳家园,2 室 1 厅 1 卫,225 万,房山良乡北京房山区良乡良坨大街,86,2005
15173元/㎡,6,京南嘉园,2 室 2 厅 1 卫,150 万,房山窦店大窦路,98,2003
24243元/㎡,18,开园小区,2 室 2 厅 2 卫,240 万,密云密云城区顺密路,99,2014
29703元/㎡,10,众美城,3 室 1 厅 1 卫,273 万,大兴庞各庄隆丰大街1号,91,2014
16951元/㎡,6,北关小区,3 室 2 厅 1 卫,168 万,延庆延庆周边玉皇阁大街,99,2008
38046元/㎡,16,金隅畅和园6号院,2 室 1 厅 1 卫,320 万,房山良乡阜盛西街,84,2016
25466元/㎡,6,恒盛波尔多小镇(南区),2 室 2 厅 1 卫,219 万,大兴大兴周边育新街32号,86,2012
24805元/㎡,5,蓝河湾,2 室 2 厅 1 卫,225 万,密云密云周边水源路,90,2006
22794元/㎡,16,万科幸福汇,3 室 1 厅 1 卫,218 万,房山窦店大窦路257号,95,2013
11108元/㎡,6,康庄住宅小区,3 室 1 厅 1 卫,100 万,延庆康庄西康路,90,2012
22948元/㎡,6,果园新里南区,3 室 1 厅 1 卫,220 万,密云密云城区果园路,95,2006
23352元/㎡,6,胜芳园,3 室 2 厅 1 卫,205 万,延庆延庆城区东顺城街,87,1992
15358元/㎡,6,华城家园,2 室 2 厅 1 卫,133 万,房山窦店良月乡南大街,86,2006
15327元/㎡,6,世界名园(B区),2 室 1 厅 1 卫,130 万,房山窦店汇丰街4号,84,2013
27621元/㎡,12,保利花园A区,3 室 1 厅 1 卫,249 万,密云密云城区阳光街387号,90,2012
22132元/㎡,14,首城汇景湾(南区),3 室 2 厅 2 卫,299 万,平谷马坊金河街112号,135,2015
37334元/㎡,6,南宫景苑(一区),3 室 1 厅 1 卫,355 万,丰台云岗南宫迎宾路33号,95,2012
40345元/㎡,18,鑫苑鑫都汇,3 室 1 厅 1 卫,375 万,大兴生物医药基地永大路1号,93,2012
27091元/㎡,5,恒盛波尔多小镇(南区),2 室 2 厅 1 卫,298 万,大兴大兴周边育新街32号,110,2009
24304元/㎡,6,恒安小区,3 室 2 厅 1 卫,205 万,延庆延庆城区广兴街,84,1996
17394元/㎡,6,祺兴缘家园,3 室 1 厅 1 卫,169 万,房山房山城关农林路6号,97,2008
55288元/㎡,12,石景山路23号院,2 室 1 厅 1 卫,459 万,石景山八角石景山路23号,83,1995
13617元/㎡,5,龙庆望都佳园,3 室 1 厅 1 卫,125 万,延庆康庄西官路,91,2012
25888元/㎡,6,金善名居,2 室 1 厅 1 卫,210 万,怀柔庙城富密路,81,2008
38691元/㎡,6,双桥五号井小区,2 室 1 厅 1 卫,325 万,朝阳双桥双桥南街,84,2005
30869元/㎡,8,温泉花园(B区),2 室 1 厅 1 卫,253 万,昌平北七家东北路,82,2000
65244元/㎡,9,保利西山林语,3 室 1 厅 1 卫,596 万,海淀西北旺黑龙潭路,91,2012
67846元/㎡,11,领秀慧谷C区(一区),2 室 2 厅 1 卫,606 万,昌平回龙观农学院北路9号,89,2011
75489元/㎡,6,宝盛北里,2 室 2 厅 1 卫,660 万,"海淀清河黑泉路,近永泰庄北路",87,2004
24720元/㎡,5,恒盛波尔多小镇(南区),2 室 2 厅 1 卫,220 万,大兴大兴周边育新街32号,89,2008
30969元/㎡,15,瑞雪春堂,2 室 1 厅 1 卫,275 万,房山良乡良官公路,88,2011
21090元/㎡,6,九洲兴达家园B区,2 室 1 厅 1 卫,170 万,房山房山城关房山南大街,80,2001
36814元/㎡,20,馨然嘉园一区(长阳国际城一区),2 室 1 厅 1 卫,299 万,房山长阳长政南街,81,2012
52126元/㎡,6,朝新嘉园东里五区,2 室 1 厅 1 卫,455 万,朝阳东坝驹子房路,87,2007
26354元/㎡,6,宾阳北里,2 室 2 厅 1 卫,220 万,密云密云城区新东路,83,2004
30110元/㎡,15,加州水郡西区,2 室 2 厅 1 卫,269 万,房山长阳昊天北大街48号,89,2010
21932元/㎡,15,育新花园西里,2 室 2 厅 1 卫,193 万,大兴大兴周边育林街3号,88,2012
18711元/㎡,6,振兴北社区(南菜园北二区),3 室 2 厅 1 卫,175 万,延庆延庆城区菜园中街,93,2000
59588元/㎡,11,柏林爱乐(三期),2 室 1 厅 1 卫,560 万,朝阳常营朝阳北路22号,94,2007
26811元/㎡,5,崔村教师楼,2 室 1 厅 1 卫,228 万,昌平南邵镇昌崔路26号,85,2003
45215元/㎡,22,双合小区D区(建工双合家园D区),2 室 1 厅 1 卫,385 万,朝阳垡头双合中路4号,85,2012
20204元/㎡,6,海怡庄园(西区),2 室 2 厅 1 卫,173 万,密云密云周边京密路,85,2012
12625元/㎡,6,龙庆望都佳园,3 室 1 厅 1 卫,117 万,延庆康庄西官路,92,2012
23218元/㎡,6,北京城建琨廷漫缇,3 室 2 厅 1 卫,227 万,房山窦店于瓦北路18号,97,2015
74521元/㎡,18,后现代城(C区),2 室 1 厅 1 卫,680 万,朝阳大望路百子湾南一路16号,91,2006
49490元/㎡,8,金色漫香苑,2 室 2 厅 1 卫,485 万,昌平北七家天权路2号,98,2011
29780元/㎡,6,滨阳西里小区(宾阳西里南区),2 室 1 厅 1 卫,248 万,密云密云城区东源路,83,2006
16252元/㎡,6,振兴北社区(南菜园北二区),3 室 2 厅 1 卫,152 万,延庆延庆城区菜园中街,93,2008
42398元/㎡,5,东关北里,3 室 2 厅 1 卫,365 万,昌平昌平县城东环路,86,1997
19514元/㎡,8,京南嘉园,3 室 2 厅 1 卫,182 万,房山窦店大窦路,93,2014
88542元/㎡,17,润枫水尚(西区),2 室 1 厅 1 卫,850 万,朝阳朝青板块青年路西里5号,96,2007
69821元/㎡,12,彩虹城(二区),2 室 1 厅 1 卫,608 万,丰台石榴庄光彩路68号,87,2005
14795元/㎡,6,龙庆望都佳园,2 室 1 厅 1 卫,127 万,延庆康庄西官路,85,2012
29393元/㎡,13,格兰山水(二期南区),3 室 2 厅 1 卫,265 万,延庆延庆城区孟家庄路61号,90,2012
34746元/㎡,5,亢山佳园,3 室 2 厅 2 卫,478 万,昌平昌平县城府学路10号,137,2002
41017元/㎡,18,金域缇香,2 室 1 厅 1 卫,355 万,房山长阳长韩路10号,86,2014
40964元/㎡,21,首开熙悦山熹园,2 室 1 厅 1 卫,340 万,"房山长阳康泽路,近京深路",83,2013
111000元/㎡,16,国瑞城(东区),3 室 1 厅 1 卫,999 万,东城崇文门国瑞东路26号,90,2004
19512元/㎡,6,新凤小区,3 室 1 厅 1 卫,170 万,大兴磁各庄南六环路,87,1996
23218元/㎡,5,北京城建琨廷漫缇,3 室 2 厅 1 卫,227 万,房山窦店于瓦北路18号,97,2014
34330元/㎡,15,鸿顺园东区,2 室 2 厅 1 卫,308 万,房山良乡房山区良乡长虹东路,89,2010
38705元/㎡,9,珠江拉维小镇,2 室 1 厅 1 卫,374 万,通州潞苑潞苑东路40号,96,2010
20000元/㎡,6,田家园小区,2 室 2 厅 1 卫,170 万,房山窦店大窦路,85,2008
25339元/㎡,16,碧桂园(三期),3 室 2 厅 1 卫,299 万,房山长阳昊天北大街,118,2007
31998元/㎡,10,长景新园,2 室 2 厅 1 卫,289 万,房山长阳稻田一路1号,90,2011
42114元/㎡,17,国惠村,2 室 1 厅 1 卫,342 万,昌平南邵镇景昌南街2号,81,2011
50348元/㎡,21,住总旗胜家园(南区),3 室 1 厅 1 卫,449 万,昌平霍营建材城西路,89,2009
35057元/㎡,9,格林云墅,3 室 2 厅 1 卫,312 万,大兴磁各庄安顺北路1号,89,2015
21591元/㎡,6,康安小区,3 室 2 厅 1 卫,205 万,延庆延庆城区延康路,95,2002
59606元/㎡,11,经开壹中心,3 室 2 厅 1 卫,493 万,"大兴亦庄东区科创十三街,近经海一路",82,2016
86687元/㎡,14,芍药居北里小区,2 室 1 厅 1 卫,795 万,朝阳芍药居北四环东路,91,2002
23796元/㎡,12,北京城建琨廷(北区),2 室 1 厅 1 卫,202 万,房山窦店于瓦北路17号,84,2014
87629元/㎡,26,中广宜景湾,2 室 1 厅 1 卫,850 万,朝阳望京望京西路,97,2010
12904元/㎡,6,龙庆望都佳园,3 室 1 厅 1 卫,120 万,延庆康庄西官路,93,2012
36752元/㎡,6,原香小镇(二区),2 室 1 厅 1 卫,315 万,房山长阳广阳中路1号,85,2010
51112元/㎡,7,金色漫香林(二期),2 室 2 厅 1 卫,460 万,大兴亦庄东渠路,90,2011
25625元/㎡,6,融城园北区,2 室 1 厅 1 卫,205 万,怀柔怀柔城区南华大街,80,2000
34286元/㎡,10,翠林漫步(北区),2 室 1 厅 1 卫,305 万,房山长阳翠林东街1号,89,2012
24067元/㎡,6,月华小区,2 室 1 厅 1 卫,205 万,房山良乡良乡月华东里,85,1999
33030元/㎡,4,北潞馨家园,2 室 1 厅 1 卫,268 万,房山良乡房山区良乡良坨大街,81,2011
27357元/㎡,14,加州水郡西区,2 室 1 厅 1 卫,238 万,房山长阳昊天北大街48号,87,2010
37901元/㎡,6,兴海园,2 室 2 厅 1 卫,343 万,大兴瀛海镇黄亦路,90,2004
25714元/㎡,7,东关一区(东区),3 室 1 厅 1 卫,210 万,怀柔怀柔城区南大街,81,1998
46075元/㎡,6,天通苑北三区,3 室 2 厅 2 卫,449 万,昌平天通苑太平庄中二街,97,2005
32111元/㎡,5,北京太阳城,2 室 2 厅 1 卫,350 万,昌平小汤山南立汤路30号,109,2008
28889元/㎡,11,格兰山水(二期南区),3 室 1 厅 1 卫,260 万,延庆延庆城区孟家庄路61号,90,2010
47301元/㎡,5,新城东里,2 室 1 厅 1 卫,283 万,通州新华大街新华南路,59,1979
50593元/㎡,8,金色漫香林(五期),2 室 2 厅 1 卫,465 万,大兴亦庄东渠路,91,2010
22659元/㎡,11,恒盛小镇艺墅,2 室 2 厅 1 卫,202 万,大兴大兴周边采育镇30号,89,2013
48864元/㎡,5,后南仓小区,2 室 1 厅 1 卫,258 万,通州通州北苑新城南街,52,1978
47352元/㎡,8,金色漫香苑,2 室 1 厅 1 卫,405 万,昌平北七家天权路2号,85,2012
25779元/㎡,5,体育场路5号院,2 室 2 厅 1 卫,212 万,房山良乡房山区良乡体育场路5号,82,1997
28054元/㎡,8,首开缇香郡,3 室 2 厅 1 卫,249 万,通州台湖镇通房路,88,2016
28835元/㎡,6,富乐二区,3 室 1 厅 1 卫,266 万,怀柔怀柔城区滨湖北街,92,1996
43596元/㎡,17,北街家园(七区),2 室 2 厅 1 卫,388 万,昌平沙河高教园北二街,89,2011
31003元/㎡,15,鸿顺园东区,2 室 1 厅 1 卫,282 万,房山良乡房山区良乡长虹东路,91,2012
18344元/㎡,6,祺兴缘家园,2 室 1 厅 1 卫,153 万,房山房山城关农林路6号,83,2002
49283元/㎡,11,天伦锦城,2 室 1 厅 1 卫,450 万,丰台新发地六圈路,91,2003
16534元/㎡,6,洪福家园,2 室 1 厅 1 卫,157 万,房山房山城关房山西大街,95,2007
21170元/㎡,6,颍泽洲,2 室 2 厅 1 卫,210 万,延庆延庆城区菜园南街,99,2000
26735元/㎡,6,天泰新景家园,2 室 1 厅 1 卫,237 万,房山长阳京深路,88,2002
16667元/㎡,6,田家园小区,2 室 2 厅 1 卫,160 万,房山窦店大窦路,96,2005
50162元/㎡,6,杨庄北区,2 室 1 厅 1 卫,420 万,石景山杨庄 杨庄东街,83,2000
13866元/㎡,6,龙庆望都佳园,2 室 2 厅 1 卫,115 万,延庆康庄西官路,82,2012
28282元/㎡,18,新源时代小区,2 室 1 厅 1 卫,256 万,大兴生物医药基地纪百户街16号,90,2012
31672元/㎡,7,世嘉光织谷(东区),2 室 2 厅 1 卫,270 万,怀柔雁栖乐园西大街13号,85,2008
21911元/㎡,4,恒盛波尔多小镇(南区),2 室 2 厅 1 卫,195 万,大兴大兴周边育新街32号,89,2008
25779元/㎡,5,体育场路5号院,2 室 1 厅 1 卫,212 万,房山良乡房山区良乡体育场路5号,82,1998
41323元/㎡,6,麓景嘉园北里,2 室 1 厅 1 卫,350 万,海淀苏家坨苏家坨北路,84,2014
29944元/㎡,15,罗府家园,2 室 2 厅 1 卫,260 万,房山良乡房山区良乡拱辰南大街85号,86,2005
34769元/㎡,16,万通怀柔新新家园,2 室 1 厅 1 卫,298 万,怀柔怀柔城区迎宾路,85,2017
101250元/㎡,10,塞纳维拉永定华庭,2 室 1 厅 1 卫,810 万,海淀五棵松永定路22号,80,2012
36280元/㎡,6,拓然家苑,2 室 1 厅 1 卫,312 万,昌平昌平县城白浮泉路,86,2008
57401元/㎡,6,管庄西里,2 室 1 厅 1 卫,299 万,朝阳管庄朝阳路29号,52,1980
24587元/㎡,6,康安小区,2 室 1 厅 1 卫,208 万,延庆延庆城区延康路,84,2002
29817元/㎡,6,世嘉光织谷(西区),2 室 2 厅 1 卫,275 万,怀柔雁栖乐园西大街15号,92,2012
25000元/㎡,6,恒盛波尔多小镇(南区),2 室 2 厅 1 卫,220 万,大兴大兴周边育新街32号,88,2010
41988元/㎡,6,前沙涧路7号院,2 室 1 厅 1 卫,360 万,海淀苏家坨前沙涧路7号,85,2010
21648元/㎡,6,行宫南区,2 室 2 厅 1 卫,195 万,密云密云城区檀西路,90,2006
32596元/㎡,8,联港嘉园D区,2 室 2 厅 1 卫,265 万,大兴生物医药基地黄良路,81,2012
37594元/㎡,6,新悦家园(北区),2 室 2 厅 1 卫,328 万,昌平昌平县城南环路30号,87,2005
84460元/㎡,11,丽都壹号,2 室 1 厅 1 卫,750 万,朝阳酒仙桥驼房营路,88,2011
23005元/㎡,6,花园小区(密云),3 室 2 厅 2 卫,258 万,密云密云城区鼓楼东大街,112,2004
27473元/㎡,9,新兴家园(东区),2 室 1 厅 1 卫,250 万,大兴磁各庄海鑫北路15号,91,2012
31333元/㎡,15,鸿顺园东区,2 室 1 厅 1 卫,285 万,房山良乡房山区良乡长虹东路,91,2011
51204元/㎡,9,万科四季花城,2 室 2 厅 1 卫,485 万,顺义石门顺白路,94,2009
88996元/㎡,8,燕尚园,2 室 1 厅 1 卫,875 万,海淀西二旗西二旗西路4号,98,2008
44507元/㎡,6,花园闸北里,2 室 1 厅 1 卫,256 万,朝阳定福庄定福庄西街,57,1992
58581元/㎡,4,建材城西路85号院,2 室 1 厅 1 卫,340 万,昌平回龙观建材城西路85号,58,2007
21967元/㎡,6,行宫南区,2 室 2 厅 1 卫,187 万,密云密云城区檀西路,85,2006
19409元/㎡,6,沁园春景,2 室 1 厅 1 卫,166 万,房山窦店大窦路,85,2004
28282元/㎡,15,罗府家园,2 室 1 厅 1 卫,245 万,房山良乡房山区良乡拱辰南大街85号,86,2006
17769元/㎡,6,城关街道管道局社区,2 室 1 厅 1 卫,146 万,房山房山城关城关南大街,82,2000
73036元/㎡,5,和平里十四区,2 室 1 厅 1 卫,370 万,朝阳和平街和平里东街,50,1977
18114元/㎡,6,沁园春景,2 室 2 厅 2 卫,159 万,房山窦店大窦路,87,2000
44115元/㎡,18,长阳半岛云湾家园1号院,2 室 2 厅 1 卫,359 万,房山长阳怡和路1号,81,2013
20935元/㎡,6,永兴家园,2 室 1 厅 1 卫,190 万,房山房山城关农林路4号,90,2010
95295元/㎡,6,裕隆新村,2 室 1 厅 1 卫,810 万,海淀马连洼龙背村路,85,2009
24188元/㎡,6,保利花园(南区),2 室 2 厅 1 卫,218 万,密云密云周边阳光街390号,90,2006
31548元/㎡,6,一品嘉园(东区),2 室 1 厅 2 卫,265 万,大兴磁各庄魏北路28号,84,2010
23807元/㎡,6,恒盛波尔多小镇(北区),2 室 2 厅 1 卫,212 万,大兴大兴周边育镇街31号,89,2012
23008元/㎡,6,融城园北区,2 室 2 厅 1 卫,196 万,怀柔怀柔城区南华大街,85,2001
36674元/㎡,5,顶秀美泉小镇B区,2 室 2 厅 1 卫,325 万,怀柔雁栖京加线,88,2016
30715元/㎡,6,温泉花园(B区),2 室 1 厅 1 卫,258 万,昌平北七家东北路,84,2000
15072元/㎡,6,龙庆望都佳园,2 室 1 厅 1 卫,125 万,延庆康庄西官路,82,2012
21749元/㎡,6,果园西里小区,2 室 2 厅 1 卫,208 万,密云密云城区西门外大街16号,95,2003
29894元/㎡,6,北亚花园,2 室 1 厅 1 卫,248 万,昌平北七家东北路,83,2001
38116元/㎡,6,阳光邑上,2 室 1 厅 1 卫,318 万,房山良乡良乡东路56号,83,2011
96218元/㎡,9,雅世合金公寓,2 室 1 厅 1 卫,870 万,海淀田村永定路2号,90,2011
13254元/㎡,6,龙庆望都佳园,2 室 2 厅 1 卫,110 万,延庆康庄西官路,83,2012
42982元/㎡,6,三羊里,2 室 2 厅 1 卫,395 万,大兴亦庄小羊坊南街,91,2000
90877元/㎡,6,天秀花园安和园,2 室 2 厅 1 卫,768 万,海淀马连洼天秀路,84,2000
31243元/㎡,14,加州水郡西区,2 室 1 厅 1 卫,278 万,房山长阳昊天北大街48号,89,2011
29419元/㎡,6,滨阳西里小区(宾阳西里南区),2 室 1 厅 1 卫,245 万,密云密云城区东源路,83,2008
27161元/㎡,6,金善名居,2 室 2 厅 1 卫,220 万,怀柔庙城富密路,81,2008
25790元/㎡,7,燕化星城健德三里,2 室 1 厅 1 卫,210 万,房山阎村紫燕中路,81,1998
63477元/㎡,9,珠江骏景北区,2 室 1 厅 1 卫,630 万,丰台木樨园永外果园43号,99,2004
18721元/㎡,6,房山永安西里,2 室 1 厅 1 卫,156 万,房山房山城关城关南路,83,1988
41122元/㎡,6,前沙涧路7号院,2 室 1 厅 1 卫,355 万,海淀苏家坨前沙涧路7号,86,2010
31551元/㎡,15,瑞雪春堂,2 室 1 厅 1 卫,285 万,房山良乡良官公路,90,2011
24887元/㎡,6,学府花园,2 室 2 厅 1 卫,220 万,密云密云城区兴云路26号,88,2005
25117元/㎡,6,天泰新景家园,2 室 1 厅 1 卫,247 万,房山长阳京深路,98,2008
70073元/㎡,9,宝盛里,2 室 2 厅 1 卫,609 万,海淀清河龙岗路,86,2002
25868元/㎡,6,蚕种场小区,2 室 1 厅 1 卫,208 万,房山良乡房山区良乡拱辰北大街36号,80,2000
39622元/㎡,6,宏福园,2 室 1 厅 1 卫,318 万,大兴西红门欣旺北大街,80,1996
29181元/㎡,6,西路南里,2 室 1 厅 1 卫,245 万,房山良乡良乡西路28号,84,2000
37898元/㎡,6,北亚花园,2 室 1 厅 1 卫,310 万,昌平北七家东北路,81,2003
13283元/㎡,6,华城家园,2 室 1 厅 1 卫,115 万,房山窦店良月乡南大街,86,2004
25610元/㎡,6,金善名居,2 室 2 厅 1 卫,210 万,怀柔庙城富密路,82,2008
20761元/㎡,6,西门外大街16号院,2 室 2 厅 1 卫,185 万,密云密云周边西门外大街16号,89,2004
50571元/㎡,6,丽园(B区),2 室 1 厅 1 卫,439 万,大兴黄村丽园路,86,2005
32500元/㎡,10,中昂邑上原著,2 室 1 厅 1 卫,260 万,平谷平谷城区平谷大街,80,2015
54282元/㎡,5,定福庄西街小区,2 室 1 厅 1 卫,258 万,朝阳定福庄定福庄西街,47,1978
26942元/㎡,8,恒盛波尔多小镇(北区),2 室 2 厅 2 卫,229 万,大兴大兴周边育镇街31号,85,2012
39542元/㎡,6,新悦家园(北区),2 室 1 厅 1 卫,345 万,昌平昌平县城南环路30号,87,2010
29270元/㎡,6,于家园一区,3 室 1 厅 1 卫,285 万,怀柔怀柔城区开放路113号,97,2000
43317元/㎡,6,前沙涧路7号院,2 室 1 厅 1 卫,385 万,海淀苏家坨前沙涧路7号,88,2010
25833元/㎡,6,沿湖小区,2 室 2 厅 1 卫,215 万,密云密云城区新中街,83,2006
26104元/㎡,6,天泰新景家园,2 室 2 厅 1 卫,239 万,房山长阳京深路,91,2010
17732元/㎡,6,房山永安路小区,2 室 1 厅 1 卫,151 万,房山房山城关永安路,85,1998
25556元/㎡,6,学府花园,2 室 2 厅 2 卫,230 万,密云密云城区兴云路26号,90,2010
43505元/㎡,7,清秀园(南区),2 室 2 厅 1 卫,360 万,昌平昌平县城中石路,82,2002
39218元/㎡,6,华兴园,2 室 2 厅 1 卫,345 万,通州通州北苑杨庄路,88,2002
34273元/㎡,5,碧春园小区,2 室 1 厅 1 卫,298 万,昌平昌平周边温南路,87,2014
31667元/㎡,15,瑞雪春堂,2 室 1 厅 1 卫,285 万,房山良乡良官公路,90,2009
14507元/㎡,6,龙庆望都佳园,2 室 1 厅 1 卫,120 万,延庆康庄西官路,82,2012
26147元/㎡,6,月华小区,2 室 1 厅 1 卫,215 万,房山良乡良乡月华东里,82,1996
51648元/㎡,6,龙乡小区(中区),2 室 2 厅 1 卫,428 万,昌平回龙观文化路,82,1998
